0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250
6,50,9,8,9,9,9,13,11,11,8,13,11,11,11,11,17,12,3,2,5,5,4,4,4,3,8,3,8,8,15,14,14,13,11,15,15,12,8,15,16,16,16,17,16,18,14,14,12,15,8,8,8,8,8,5,8,1,3,10,10,9,8,9,7,9,8,8,11,8,10,10,8,8,8,6,6,9,9,5,7,50,5,8,8,8,3,8,3,5,5,23,4,6,5,5,2,0,0,2,2,8,50,15,8,1,1,8,8,8,10,8,7,8,10,8,8,8,8,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,19,19,17,8,8,13,8,8,30,30,21,16,8,16,2174,13,32,19,16,8,2,4,10,2,8,8,8,8,8,8,2,2,2,2,2,2,2,2,8,8,8,3,8,2907,5,8,8,8,11,11,10,23,2,2,2,8,8,8,2907,2286,9,8,8,6,15,15,50,50,50,50,50,8,8,4,9,8,5,8,8,8,9,2,2,2,10,8,4,8,7,13,5,3,8,7,6,4,50,8,8,1,13,9,9,8,8,8,8,8,8,9,8,8,8
8,42,12,11,11,11,11,15,13,13,10,14,18,18,18,18,20,14,5,4,4,4,3,3,3,4,5,5,11,11,18,17,17,16,14,18,18,15,11,18,19,19,19,20,19,21,17,17,15,18,11,11,11,11,11,7,11,2,2,9,9,8,11,8,4,7,7,7,14,7,8,7,7,7,11,3,3,8,6,5,4,42,3,11,11,11,4,11,4,6,6,26,5,3,6,6,3,2,2,0,3,11,42,18,5,2,2,5,6,6,7,11,4,5,8,11,11,11,11,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,22,22,20,11,11,16,11,11,33,33,24,19,11,19,2176,16,35,22,19,11,1,4,9,1,11,11,11,11,11,11,2,2,2,2,2,2,2,2,11,11,11,2,11,2909,5,11,11,11,10,10,9,22,3,3,3,11,11,11,2909,2287,10,11,11,7,16,16,42,42,42,42,42,11,11,2,7,11,4,11,11,11,9,4,4,4,9,11,3,7,6,15,2,4,7,6,3,6,42,11,11,1,15,6,6,7,11,11,11,11,11,7,11,11,11
5,38,8,8,8,8,8,11,10,12,8,11,14,14,14,14,17,11,2,1,6,6,9,9,9,2,10,1,8,8,15,14,13,13,10,14,14,11,8,14,15,15,16,16,15,17,13,13,11,14,8,8,8,8,8,4,8,3,4,14,14,11,8,11,6,9,10,10,10,10,10,9,10,10,8,5,5,10,9,4,6,38,4,8,8,8,1,8,2,6,6,22,3,5,4,4,2,2,2,3,0,8,38,14,8,2,2,7,8,8,9,8,6,7,10,8,8,8,8,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,18,19,16,8,8,13,8,8,29,29,20,15,8,15,2173,13,31,19,15,8,4,6,11,3,8,8,8,8,8,8,3,3,3,3,3,3,3,3,8,8,8,3,8,2907,7,8,8,8,12,12,11,24,4,4,4,8,8,8,2907,2285,8,8,7,6,15,15,38,38,38,38,38,8,8,5,9,8,6,8,8,8,11,1,1,1,11,8,5,10,10,12,4,2,10,10,5,5,38,8,8,2,11,8,8,10,8,8,8,8,8,8,8,8,8
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
33,0,40,38,32,30,30,36,31,36,31,35,36,36,36,36,35,31,44,44,60,60,49,49,49,44,49,44,38,38,39,39,39,40,37,37,37,39,38,37,45,45,46,40,46,42,40,35,36,35,38,38,38,38,38,34,38,48,50,57,57,60,38,60,47,46,47,47,45,48,45,45,48,48,38,48,48,47,47,41,47,0,44,38,38,38,43,38,44,40,40,46,43,44,41,41,45,46,45,47,44,38,0,37,48,46,46,47,46,46,44,38,48,47,44,38,38,38,38,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,43,43,36,38,38,36,38,38,53,53,44,36,38,36,2347,36,26,43,38,38,47,60,46,46,38,38,38,38,38,38,46,46,46,46,46,46,46,46,38,38,38,46,38,3080,49,38,38,38,56,56,55,58,47,47,47,38,38,38,3080,2459,44,38,41,48,49,49,0,0,0,0,0,38,38,48,46,38,61,38,38,38,47,44,44,44,47,38,50,48,50,30,47,44,47,50,48,47,0,38,38,46,30,45,45,48,38,38,38,38,38,45,38,38,38
8,40,7,7,6,7,7,8,8,6,8,8,5,5,5,5,6,8,11,12,17,17,16,16,16,12,17,13,7,7,3,1,2,2,3,1,1,3,7,1,4,4,5,5,5,6,2,4,4,5,7,7,7,7,7,9,7,13,15,21,21,18,7,18,19,22,21,21,10,20,22,22,20,20,7,18,18,21,22,16,19,40,17,7,7,7,14,7,14,17,17,11,16,18,17,17,15,14,13,16,14,7,40,0,20,13,13,20,20,20,22,7,19,20,22,7,7,7,7,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,7,8,4,7,7,3,7,7,18,18,9,6,7,2,2175,3,22,8,2,7,15,17,23,16,7,7,7,7,7,7,15,15,15,15,15,15,15,15,7,7,7,15,7,2908,19,7,7,7,23,23,22,35,15,15,15,7,7,7,2908,2287,11,7,8,15,16,16,40,40,40,40,40,7,7,18,22,7,17,7,7,7,22,12,12,12,22,7,16,21,17,8,17,14,21,17,18,14,40,7,7,15,8,21,21,20,7,7,7,7,7,21,7,7,7
12,49,16,14,16,18,18,18,17,19,16,18,22,22,22,22,19,18,10,9,4,4,6,6,6,9,5,9,14,14,23,22,21,20,18,22,22,19,14,22,23,23,23,24,23,25,21,21,19,22,14,14,14,14,14,11,14,7,6,5,5,6,14,6,3,2,2,2,18,3,3,3,3,3,14,3,3,3,2,9,4,49,5,14,14,14,8,14,8,10,10,30,8,5,9,9,6,8,9,4,8,14,49,22,0,9,9,3,2,2,3,14,4,1,4,14,14,14,14,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,26,27,24,14,14,21,14,14,37,37,28,23,14,23,2168,21,39,27,23,14,5,3,4,6,14,14,14,14,14,14,6,6,6,6,6,6,6,6,14,14,14,5,14,2902,2,14,14,14,7,7,5,19,7,7,7,14,14,14,2902,2280,15,14,15,11,21,21,49,49,49,49,49,14,14,3,2,14,4,14,14,14,4,9,9,9,4,14,5,3,5,19,4,8,2,5,4,10,49,14,14,6,19,2,2,3,14,14,14,14,14,3,14,14,14
7,51,10,11,10,10,10,14,12,11,9,13,17,17,17,17,19,13,4,3,4,4,3,3,3,3,5,4,11,11,17,16,16,15,13,16,16,13,11,17,17,17,18,19,17,19,16,16,13,17,11,11,11,11,11,6,11,2,3,9,9,9,11,9,7,9,8,8,12,8,9,10,8,8,11,6,6,8,9,5,7,51,5,11,11,11,3,11,3,6,6,25,4,6,5,5,3,0,1,2,3,11,51,16,7,0,0,8,9,9,10,11,7,8,11,11,11,11,11,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,21,21,18,11,11,15,11,11,32,32,22,18,11,17,2174,15,34,21,18,11,2,4,10,3,11,11,11,11,11,11,2,2,2,2,2,2,2,2,11,11,11,3,11,2907,5,11,11,11,10,10,9,23,2,2,2,11,11,11,2907,2286,9,11,9,6,15,15,51,51,51,51,51,11,11,4,9,11,4,11,11,11,9,2,2,2,9,11,4,8,6,14,4,3,8,6,6,4,51,11,11,1,14,9,9,8,11,11,11,11,11,9,11,11,11
7,51,10,11,10,10,10,14,12,11,9,13,17,17,17,17,19,13,4,3,4,4,3,3,3,3,5,4,11,11,17,16,16,15,13,16,16,13,11,17,17,17,18,19,17,19,16,16,13,17,11,11,11,11,11,6,11,2,3,9,9,9,11,9,7,9,8,8,12,8,9,10,8,8,11,6,6,8,9,5,7,51,5,11,11,11,3,11,3,6,6,25,4,6,5,5,3,0,1,2,3,11,51,16,7,0,0,8,9,9,10,11,7,8,11,11,11,11,11,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,21,21,18,11,11,15,11,11,32,32,22,18,11,17,2174,15,34,21,18,11,2,4,10,3,11,11,11,11,11,11,2,2,2,2,2,2,2,2,11,11,11,3,11,2907,5,11,11,11,10,10,9,23,2,2,2,11,11,11,2907,2286,9,11,9,6,15,15,51,51,51,51,51,11,11,4,9,11,4,11,11,11,9,2,2,2,9,11,4,8,6,14,4,3,8,6,6,4,51,11,11,1,14,9,9,8,11,11,11,11,11,9,11,11,11
12,48,15,14,15,17,17,18,16,18,15,17,21,21,21,21,19,17,9,8,6,6,8,8,8,8,7,8,14,14,22,21,20,20,17,21,21,18,14,21,22,22,23,23,22,24,20,20,18,21,14,14,14,14,14,11,14,8,7,8,8,8,14,8,1,3,5,4,17,5,4,4,5,5,14,2,2,6,4,8,1,48,3,14,14,14,7,14,7,7,7,29,8,3,9,9,5,7,8,5,7,14,48,21,3,8,8,0,1,1,2,14,1,1,3,14,14,14,14,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,26,26,23,14,14,20,14,14,36,36,27,22,14,22,2173,20,38,26,22,14,5,4,5,5,14,14,14,14,14,14,5,5,5,5,5,5,5,5,14,14,14,5,14,2907,3,14,14,14,9,9,8,22,9,9,9,14,14,14,2907,2285,15,14,14,12,21,21,48,48,48,48,48,14,14,3,3,14,6,14,14,14,6,8,8,8,5,14,7,5,6,18,3,7,4,6,3,10,48,14,14,6,18,1,1,5,14,14,14,14,14,2,14,14,14
13,48,15,14,16,17,17,18,17,19,16,18,22,22,22,22,19,17,10,9,5,5,7,7,7,9,7,8,14,14,22,21,21,20,18,21,21,18,14,22,22,22,23,24,22,24,21,21,18,22,14,14,14,14,14,12,14,8,7,7,7,8,14,8,2,2,4,3,18,4,3,3,4,4,14,2,2,4,3,8,2,48,4,14,14,14,7,14,7,8,8,30,8,3,9,9,6,8,8,5,8,14,48,22,2,9,9,1,0,0,2,14,2,0,2,14,14,14,14,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,26,26,23,14,14,20,14,14,37,37,27,23,14,22,2173,20,39,26,23,14,6,4,4,5,14,14,14,14,14,14,6,6,6,6,6,6,6,6,14,14,14,5,14,2906,3,14,14,14,9,9,7,21,9,9,9,14,14,14,2906,2284,16,14,14,12,22,22,48,48,48,48,48,14,14,4,2,14,6,14,14,14,4,9,9,9,4,14,6,5,6,19,4,7,3,6,3,11,48,14,14,6,18,1,1,4,14,14,14,14,14,1,14,14,14
13,48,15,14,16,17,17,18,17,19,16,18,22,22,22,22,19,17,10,9,5,5,7,7,7,9,7,8,14,14,22,21,21,20,18,21,21,18,14,22,22,22,23,24,22,24,21,21,18,22,14,14,14,14,14,12,14,8,7,7,7,8,14,8,2,2,4,3,18,4,3,3,4,4,14,2,2,4,3,8,2,48,4,14,14,14,7,14,7,8,8,30,8,3,9,9,6,8,8,5,8,14,48,22,2,9,9,1,0,0,2,14,2,0,2,14,14,14,14,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,26,26,23,14,14,20,14,14,37,37,27,23,14,22,2173,20,39,26,23,14,6,4,4,5,14,14,14,14,14,14,6,6,6,6,6,6,6,6,14,14,14,5,14,2906,3,14,14,14,9,9,7,21,9,9,9,14,14,14,2906,2284,16,14,14,12,22,22,48,48,48,48,48,14,14,4,2,14,6,14,14,14,4,9,9,9,4,14,6,5,6,19,4,7,3,6,3,11,48,14,14,6,18,1,1,4,14,14,14,14,14,1,14,14,14
14,46,17,16,17,19,19,20,18,20,17,19,23,23,23,23,21,19,11,10,6,6,9,9,9,10,8,10,16,16,24,23,22,22,19,23,23,20,16,23,24,24,25,25,24,26,22,22,20,23,16,16,16,16,16,13,16,9,8,7,7,7,16,8,3,2,3,3,19,4,2,1,4,4,16,4,4,3,2,9,3,46,5,16,16,16,9,16,9,9,9,31,9,5,10,10,7,9,10,7,9,16,46,23,3,10,10,2,2,2,0,16,3,2,1,16,16,16,16,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,27,28,25,16,16,22,16,16,38,38,29,24,16,24,2171,22,40,28,24,16,7,5,3,7,16,16,16,16,16,16,7,7,7,7,7,7,7,7,16,16,16,6,16,2904,4,16,16,16,8,8,7,22,10,10,10,16,16,16,2904,2283,17,16,16,14,23,23,46,46,46,46,46,16,16,5,2,16,7,16,16,16,4,10,10,10,4,16,7,4,7,20,5,9,3,7,5,12,46,16,16,8,20,1,1,4,16,16,16,16,16,1,16,16,16
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
12,49,14,12,15,16,16,17,15,18,15,17,20,20,20,20,18,16,9,8,6,6,8,8,8,8,8,7,12,12,21,20,20,19,17,20,20,17,12,21,21,21,22,23,21,23,20,20,17,21,12,12,12,12,12,11,12,8,8,9,9,9,12,9,1,4,6,5,17,6,5,4,6,6,12,1,1,6,5,6,0,49,2,12,12,12,6,12,5,6,6,29,6,2,6,6,5,7,7,4,7,12,49,20,4,7,7,1,2,2,3,12,0,2,4,12,12,12,12,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,25,25,22,12,12,19,12,12,36,36,26,22,12,21,2174,19,38,25,21,12,5,3,6,4,12,12,12,12,12,12,4,4,4,4,4,4,4,4,12,12,12,4,12,2907,4,12,12,12,10,10,9,22,7,7,7,12,12,12,2907,2286,15,12,13,11,21,21,49,49,49,49,49,12,12,3,4,12,7,12,12,12,7,8,8,8,6,12,7,6,7,17,3,5,5,7,2,10,49,12,12,5,17,2,2,6,12,12,12,12,12,3,12,12,12
12,48,15,14,15,17,17,18,16,18,15,17,21,21,21,21,19,17,9,9,5,5,7,7,7,8,6,8,14,14,22,21,20,20,17,21,21,18,14,21,22,22,23,23,22,24,20,20,18,21,14,14,14,14,14,11,14,8,6,7,7,8,14,7,2,2,3,3,17,4,3,2,4,4,14,2,2,4,3,8,2,48,4,14,14,14,7,14,7,8,8,29,8,3,9,9,5,7,8,5,7,14,48,21,1,8,8,1,0,0,2,14,2,0,3,14,14,14,14,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,26,26,23,14,14,20,14,14,36,36,27,22,14,22,2170,20,38,26,22,14,5,4,4,5,14,14,14,14,14,14,5,5,5,5,5,5,5,5,14,14,14,5,14,2903,2,14,14,14,9,9,7,21,8,8,8,14,14,14,2903,2282,15,14,14,12,21,21,48,48,48,48,48,14,14,3,2,14,5,14,14,14,4,8,8,8,4,14,6,4,5,18,3,7,3,5,3,10,48,14,14,6,18,1,1,4,14,14,14,14,14,2,14,14,14
15,45,18,16,18,20,20,20,19,21,18,20,24,24,24,24,21,20,12,11,7,7,9,9,9,11,9,10,16,16,25,23,23,22,20,24,24,21,16,24,25,25,25,26,25,27,23,23,21,24,16,16,16,16,16,14,16,10,9,8,8,8,16,9,4,3,4,4,20,5,2,1,5,5,16,5,5,4,3,10,4,45,6,16,16,16,9,16,10,10,10,32,10,6,11,11,8,10,11,8,10,16,45,24,4,11,11,3,2,2,1,16,4,3,0,16,16,16,16,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,28,29,26,16,16,23,16,16,39,39,30,25,16,25,2170,22,62,29,25,16,8,6,3,8,16,16,16,16,16,16,8,8,8,8,8,8,8,8,16,16,16,7,16,2904,5,16,16,16,7,7,8,21,11,11,11,16,16,16,2904,2282,18,16,17,15,24,24,45,45,45,45,45,16,16,6,3,16,8,16,16,16,4,11,11,11,4,16,8,4,8,21,6,10,4,8,6,13,45,16,16,9,20,2,2,5,16,16,16,16,16,2,16,16,16
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
2,39,5,0,2,5,5,6,6,5,4,5,3,3,3,3,5,7,5,6,12,12,11,11,11,6,12,6,0,0,9,8,11,10,5,7,7,5,0,7,12,12,13,10,12,14,11,4,3,3,0,0,0,0,0,3,0,8,10,17,17,14,0,13,15,18,16,16,11,15,17,18,15,15,0,15,15,16,17,7,16,39,10,0,0,0,7,0,7,8,8,16,8,10,8,8,11,9,9,11,10,0,39,7,17,9,9,16,17,17,18,0,16,16,19,0,0,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,13,8,0,0,5,0,0,23,23,14,7,0,7,2175,5,22,13,8,0,10,12,18,13,0,0,0,0,0,0,12,12,12,12,12,12,12,12,0,0,0,12,0,2908,14,0,0,0,18,18,17,30,10,10,10,0,0,0,2908,2286,8,0,8,8,16,16,39,39,39,39,39,0,0,15,18,0,12,0,0,0,17,7,7,7,17,0,11,16,13,8,13,7,16,13,14,9,39,0,0,10,8,18,18,15,0,0,0,0,0,18,0,0,0
24,49,16,17,17,17,17,17,19,16,18,17,15,15,15,15,16,17,22,22,27,27,26,26,26,22,27,23,17,17,10,12,11,13,16,11,11,17,17,12,10,10,9,9,11,9,11,14,15,15,17,17,17,17,17,23,17,24,26,32,32,29,17,28,29,32,31,31,19,31,33,32,31,31,17,29,29,32,32,25,30,49,27,17,17,17,24,17,25,28,28,2,26,29,27,27,25,25,24,26,24,17,49,13,30,24,24,30,31,31,32,17,29,30,33,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,17,17,13,17,17,9,9,6,14,17,12,2185,13,22,6,11,17,26,28,33,27,17,17,17,17,17,17,26,26,26,26,26,26,26,26,17,17,17,26,17,2918,29,17,17,17,34,34,33,46,26,26,26,17,17,17,2918,2297,21,17,19,25,27,27,49,49,49,49,49,17,17,29,32,17,27,17,17,17,32,23,23,23,33,17,27,31,28,17,27,25,31,28,28,25,49,17,17,25,17,31,31,31,17,17,17,17,17,32,17,17,17
24,49,16,17,17,17,17,17,19,16,18,17,15,15,15,15,16,17,22,22,27,27,26,26,26,22,27,23,17,17,10,12,11,13,16,11,11,17,17,12,10,10,9,9,11,9,11,14,15,15,17,17,17,17,17,23,17,24,26,32,32,29,17,28,29,32,31,31,19,31,33,32,31,31,17,29,29,32,32,25,30,49,27,17,17,17,24,17,25,28,28,2,26,29,27,27,25,25,24,26,24,17,49,13,30,24,24,30,31,31,32,17,29,30,33,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,17,17,13,17,17,9,9,6,14,17,12,2185,13,22,6,11,17,26,28,33,27,17,17,17,17,17,17,26,26,26,26,26,26,26,26,17,17,17,26,17,2918,29,17,17,17,34,34,33,46,26,26,26,17,17,17,2918,2297,21,17,19,25,27,27,49,49,49,49,49,17,17,29,32,17,27,17,17,17,32,23,23,23,33,17,27,31,28,17,27,25,31,28,28,25,49,17,17,25,17,31,31,31,17,17,17,17,17,32,17,17,17
24,49,16,17,17,17,17,17,19,16,18,17,15,15,15,15,16,17,22,22,27,27,26,26,26,22,27,23,17,17,10,12,11,13,16,11,11,17,17,12,10,10,9,9,11,9,11,14,15,15,17,17,17,17,17,23,17,24,26,32,32,29,17,28,29,32,31,31,19,31,33,32,31,31,17,29,29,32,32,25,30,49,27,17,17,17,24,17,25,28,28,2,26,29,27,27,25,25,24,26,24,17,49,13,30,24,24,30,31,31,32,17,29,30,33,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,17,17,13,17,17,9,9,6,14,17,12,2185,13,22,6,11,17,26,28,33,27,17,17,17,17,17,17,26,26,26,26,26,26,26,26,17,17,17,26,17,2918,29,17,17,17,34,34,33,46,26,26,26,17,17,17,2918,2297,21,17,19,25,27,27,49,49,49,49,49,17,17,29,32,17,27,17,17,17,32,23,23,23,33,17,27,31,28,17,27,25,31,28,28,25,49,17,17,25,17,31,31,31,17,17,17,17,17,32,17,17,17
24,49,16,17,17,17,17,17,19,16,18,17,15,15,15,15,16,17,22,22,27,27,26,26,26,22,27,23,17,17,10,12,11,13,16,11,11,17,17,12,10,10,9,9,11,9,11,14,15,15,17,17,17,17,17,23,17,24,26,32,32,29,17,28,29,32,31,31,19,31,33,32,31,31,17,29,29,32,32,25,30,49,27,17,17,17,24,17,25,28,28,2,26,29,27,27,25,25,24,26,24,17,49,13,30,24,24,30,31,31,32,17,29,30,33,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,17,17,13,17,17,9,9,6,14,17,12,2185,13,22,6,11,17,26,28,33,27,17,17,17,17,17,17,26,26,26,26,26,26,26,26,17,17,17,26,17,2918,29,17,17,17,34,34,33,46,26,26,26,17,17,17,2918,2297,21,17,19,25,27,27,49,49,49,49,49,17,17,29,32,17,27,17,17,17,32,23,23,23,33,17,27,31,28,17,27,25,31,28,28,25,49,17,17,25,17,31,31,31,17,17,17,17,17,32,17,17,17
24,49,16,17,17,17,17,17,19,16,18,17,15,15,15,15,16,17,22,22,27,27,26,26,26,22,27,23,17,17,10,12,11,13,16,11,11,17,17,12,10,10,9,9,11,9,11,14,15,15,17,17,17,17,17,23,17,24,26,32,32,29,17,28,29,32,31,31,19,31,33,32,31,31,17,29,29,32,32,25,30,49,27,17,17,17,24,17,25,28,28,2,26,29,27,27,25,25,24,26,24,17,49,13,30,24,24,30,31,31,32,17,29,30,33,17,17,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,13,17,17,13,17,17,9,9,6,14,17,12,2185,13,22,6,11,17,26,28,33,27,17,17,17,17,17,17,26,26,26,26,26,26,26,26,17,17,17,26,17,2918,29,17,17,17,34,34,33,46,26,26,26,17,17,17,2918,2297,21,17,19,25,27,27,49,49,49,49,49,17,17,29,32,17,27,17,17,17,32,23,23,23,33,17,27,31,28,17,27,25,31,28,28,25,49,17,17,25,17,31,31,31,17,17,17,17,17,32,17,17,17
